KEY,NAME
ELCIAU21,ELLERSTON CAPITAL LIMITED
ELCMGB21,ELDON CAPITAL MANAGEMENT LTD
ELCNGB21,ELIXIR CAPITAL MANAGMENT
ELCOFI21,ELCOTEQ SE
ELCPGB21,ELWIN CAPITAL PARTNERS LIMITED
ELCUIE21,ELPHIN CREDIT UNION LIMITED
ELDARO21,ELDAINVEST S.A.
ELECUA2X,PJSC VOLKSBANK
ELERBEB1,ELECTRABEL SA
ELESUS33,ELESSAR INVESTMENT MANAGEMENT
ELETSES1,AKTIEBOLAGET ELECTROLUX
ELFAFRP1,HSBC FACTORING FRANCE
ELFEJOA1,ELITE FINANCIAL SERVICES
ELFMGB21,ELY FUND MANAGERS LIMITED
ELFNFR21,ELECTROLUX FINANCEMENT S N C
ELFSIE21,ELAVON FINANCIAL SERVICES LTD.
ELGEDES1,BANKHAUS ELLWANGER AND GEIGER KG
ELGIGB21,ELLI GIFFORD
ELGTCNS1,THE ELAND GROUP CHINA
ELGTCNS1201,THE ELAND GROUP CHINA
ELGTCNS1202,THE ELAND GROUP CHINA
ELGTCNS1203,THE ELAND GROUP CHINA
ELGTCNS1204,THE ELAND GROUP CHINA
ELGTCNS1205,THE ELAND GROUP CHINA
ELGTCNS1206,THE ELAND GROUP CHINA
ELGTCNS1251,THE ELAND GROUP CHINA
ELGTCNS1252,THE ELAND GROUP CHINA
ELGTCNS1253,THE ELAND GROUP CHINA
ELGTCNS1254,THE ELAND GROUP CHINA
ELGTCNS1255,THE ELAND GROUP CHINA
ELGTCNS1256,THE ELAND GROUP CHINA
ELGTCNS1257,THE ELAND GROUP CHINA
ELGTCNS1258,THE ELAND GROUP CHINA
ELGTCNS1259,THE ELAND GROUP CHINA
ELGTCNS1260,THE ELAND GROUP CHINA
ELGTCNS1301,THE ELAND GROUP CHINA
ELGTCNS1302,THE ELAND GROUP CHINA
ELGTKRSE,ELAND WORLD LIMITED
ELIARU22,BANK ELITA
ELIGFRP1,ELIGEST SA
ELILUS31,ELEVATED INNOVATION LLC
ELINGB21,ELDERSTREET INVESTMENTS LIMITED
ELIOITM1,XELION BANCA SPA
ELKARU3S,AC BANK
ELKARU3SMOS,AC BANK
ELKARU3SSPB,AC BANK
ELKSUS61,R. ELIOT KING AND ASSOCIATES INC.
ELLFSESS,LANSFORSAKRINGAR BANK AB
ELLIGB21,ELLIS AND PARTNERS LIMITED
ELMCUS31,ELLIOTT MANAGEMENT CORPORATION
ELNVFRP1,ELIAS INVEST
ELPEGB21,ELECTRA PARTNERS EUROPE LIMITED
ELPOFR22,ELECTROPOLI CENTER
ELPQGB21,ELDERSTREET PRIVATE EQUITY LIMITED
ELQMGB21,ACUITY CAPITAL MANAGEMENT LIMITED
ELREUS44,ELIRE
ELTABGS1,ELANA TRADING INC
ELTDGB21,ELEVATION TRADING LTD.
ELTECNB1,L AND I ELECTRONIC TECHNOLOGY
ELTRFRPP,ELIOR TRESORERIE
EMAMGB21,EMERGENT ASSET MANAGEMENT LTD.
EMBSGB21,EMERGING MARKET BOND AND ASSET TRAD
EMCFNL22,EUROPEAN MULTILATERAL CLEARING FACI
EMCFNL2A,EUROPEAN MULTILATERAL CLEARING FACI
EMCNIE21,AN POST EMPLOYEES CREDIT UNION LIMI
EMCRGRA1,EMPORIKI CREDICOM BANK S.A.
EMCSFR21,EURO MID CAPS SECURITIES
EMCUIE21,EAST MEATH CREDIT UNION LIMITED
EMERIQBA,EMERALD BANK
EMFSAEA1,EMAAR FINANCIAL SERVICES LLC
EMFUHKH1,EMPEROR FUTURES LIMITED
EMIBAEA1,EMIRATES BANKS ASSOCIATION
EMIDITMM,E-MID S.P.A.
EMIHFRP1,ENTREPRISE MINIERE ET CHIMIQUE
EMIMUS31,EMERSON INVESTMENT MANAGEMENT
EMINCAT1,E(THREE)M INVESTMENTS INC.
EMIOSES1,EMINOVA FK AB
EMIUAEAA,EMIRATES INDUSTRIAL BANK
EMIVIT21,BANCA EMILVENETA SPA
EMLAFRP1,TURKIYE EMLAK BANKASI
EMMAITM1,ING SVILUPPO GESTIONI SPA
EMMQITM1,ING SVILUPPO GESTIONI SPA
EMNAUS33,EMPIRE NATIONAL BANK
EMPAGB31,EMSO PARTNERS LIMITED
EMPIFI21,ETERA MUTUAL PENSION INS. CO.
EMPOALTR,CREDIT AGRICOLE ALBANIA BANK S.A.
EMPOCY2N,EMPORIKI BANK - CYPRUS LTD
EMPOCYN1,COMMERCIAL BANK OF GREECE S.A.E
EMPOGRAA,EMPORIKI BANK OF GREECE S.A.
EMPOGRAA810,EMPORIKI BANK OF GREECE S.A.
EMPOGRAA886,EMPORIKI BANK OF GREECE S.A.
EMPOGRAA907,EMPORIKI BANK OF GREECE S.A.
EMPOGRAAPIR,EMPORIKI BANK OF GREECE S.A.
EMRTIE2D,EMERSUB TREASURY IRELAND
EMSAGB21,EMSA LIMITED
EMSIITM1,EQUITA SIM S.P.A.
EMSLUS41,ENERGY MAINTENANCE SERVICE
EMSOGB21,EMERGING MARKETS SPECIAL OPPORTUNIT
EMTFGB21,EMSO TULIP FUND LTD
EMTLGB21,EURO MARKETS TRADING UK LIMITED
EMTSGB2L,EURO MTS
ENABAEA1,EMIRATES NATIONAL BANK LTD
ENAGGB21,UK ENVIRONMENT AGENCY
ENAMAU31,ENDEAVOR ASSET MANAGEMENT
ENATETA1,ENAT BANK S.C
ENATETAA,ENAT BANK S.C
ENBKUS3M,EASTERN NATIONAL BANK
ENBURUM1,ENERGY BUSINESS
ENCAUS61,ENGEBRETSON CAPITAL MANAGEMENT
ENCBRU55,ENISEY (PUBLIC COMPANY) JSCB
ENCFGB21,ENTERPRISE CORPORATE FINANCE LIMITE
ENCMGB21,ENDEAVOUR CAPITAL MANAGEMENT LIMITE
ENCNIE21,ENNISCORTHY CREDIT UNION LIMITED
ENCOUGK1,ENGIPLAN CONSULTANTS
ENCPUS31,ENDPOINT CAPITAL
ENCSFRP1,ENTENIAL CONSEIL
ENCTFR22,ENTREPOSE CONTRACTING
ENCUIE21,ENFIELD CREDIT UNION LIMITED
ENDEESMM,ENDESA
ENEBRU2P,ENERGOMASHBANK PLC
ENECNL21,ENECO ENERGY TRADE B.V.
ENEEFRP1,NATIXIS ENERGECO
ENEGMD22,BC ENERGBANK S.A.
ENEHUS41,ENERGIZER HOLDINGS
ENEIBEB1,ENERGY EUROPE INVEST
ENEJKG22,UNICREDIT BANK OJSC
ENELITRR,ENEL S.P.A.
ENEORUM1,ENERGOPROMBANK
ENEQCY21,ENTRIS EQUITY LIMITED
ENERUAUX,ENERGOBANK
ENETITR1,ENEL TRADE S.P.A.
ENFAGB21,ENNISMORE FUND MANAGEMENT LIMITED
ENFEPAP1,ENGLAND FOREIGN EXCHANGE INC
ENFIGB21,NORTHERN SECURITIES EUROPE LIMITED
ENFMGB21,ENDURANCE FUND MANAGEMENT LIMITED
ENFNFRP1,ENTHECA FINANCE
ENGORU21MOS,ENERGOTRANSBANK
ENGORU21SOV,ENERGOTRANSBANK
ENGORU2K,ENERGOTRANSBANK
ENIBBEBB,BANQUE ENI S.A.
ENIDSDKH,EL NILEIN INDUSTRIAL DEVELOPMENT BA
ENIGGB21,ENIGMA SECURITIES LLP
ENIMGB21,EN.FI.MA. LTD
ENINGB21,ENGELHARDERNATIONAL LIMITED
ENKASES1,ENTER KAPITALFORVALTNING AB
ENMBGB21,ENRON METALS BROKERS LIMITED
ENMEGB21,RBS SEMPRA METALS LIMITED
ENMFGB21,ENGAGE MUTUAL FUNDS LIMITED
ENOBRU21,ENOBANK
ENOSFI21,ENON OSUUSPANKKI
ENPLGB2L,EMERSON NETWORK POWER LTD
ENPTAUS1,ENFINIUM PTY LTD
ENRBGHAC,ENERGY BANK GHANA LIMITED
ENRCGB2L,EASTNETS REMITTANCE COMPANY LTD
ENRUPHM1,ENTREPRENEUR RURAL BANK
ENSBFRP1,ENSKILDA
ENSEGB21,ENDEAVOUR SECURITIES LTD
ENSILUL1,ENIS SICAV
ENSKDEF1,ENSKILDA SECURITIES AB (FRANKFURT)
ENSKNOKK,SEB ENSKILDA AS
ENSLITM1,ENIGMA SECURITIES LLP
ENSPINB1,ENAM SECURITIES PRIVATE LIMITED
ENSSFIH1,SKANDINAVISKA ENSKILDA BANKEN AB (P
ENTCGB21,ENGLISH TRUST COMPANY LTD
ENTITWTP,ENTIE COMMERCIAL BANK
ENTITWTP002,ENTIE COMMERCIAL BANK
ENTITWTP003,ENTIE COMMERCIAL BANK
ENTITWTP005,ENTIE COMMERCIAL BANK
ENTITWTP007,ENTIE COMMERCIAL BANK
ENTITWTP008,ENTIE COMMERCIAL BANK
ENTITWTP011,ENTIE COMMERCIAL BANK
ENTRUS44,ENTERPRISE BANK AND TRUST
ENTURUM1,CBI ENTUZIASTBANK OOO
ENVEGB21,ENTERPRISE VENTURES LIMITED
ENVOGB22,WORLDPAY AP LIMITED
ENXBBEB1,EURONEXT BRUSSELS NV
EOEOGB21,EO PLC
EOERDED1,E.ON ENERGY TRADING SE
EOETITM1,E.ON ENERGY TRADING S.P.A
EOFIFR21,EOLE FINANCE SA
EOJFSES1,E. OEHMAN J:OR FONDKOMMISSION AKTIE
EOJSTJ21,ESKAHA BANK OPENED JOINT STOCK COMP
EONFMYK1,EON FINANCE BHD
EONGDE21,E.ON IT GMBH
EONRCH22,CERN PENSION FUND EUROPEAN ORGANIZA
EOTNSEM1,E.ON TRADING NORDIC AB
EOTRGB21,SUN TRADINGERNATIONAL LIMITED
EPAAITMM,EPTA S.P.A.
EPALDZAL,EPIC ALGERIE POSTE
EPAMGB21,EPIC ASSET MANAGEMENT LIMITED
EPAYIE2K,INTERPAY LTD
EPBEEE2X,EESTI PANK (BANK OF ESTONIA)
EPBEEE2XCCB,EESTI PANK (BANK OF ESTONIA)
EPBEEE2XCSD,EESTI PANK (BANK OF ESTONIA)
EPBEEE2XERT,EESTI PANK (BANK OF ESTONIA)
EPBEEE2XRPS,EESTI PANK (BANK OF ESTONIA)
EPBEEE2XTGT,EESTI PANK (BANK OF ESTONIA)
EPBFBEBB,EPBF
EPBLVCVC,EURO PACIFIC BANK LIMITED
EPCMFRP1,EPARGNE CREDIT DES MILITAIRES (E.C.
EPCPGB21,DUET ASSET MANAGEMENT LIMITED
EPCSGB2L,EURONET PAYMENTS AND CARD SERVICES
EPECGB21,SG CAPITAL EUROPE LIMITED
EPESFRP1,EQUISTONE PARTNERS EUROPE SAS
EPFMGB21,EQUITY PARTNERSHIPS FUND MANAGEMENT
EPFSMTM1,EPIC FINANCIAL SERVICES LIMITED
EPICFR22,EPICOM
EPILGB21,ETON PARKERNATIONAL LLP
EPILGB31,ETON PARKERNATIONAL LLP
EPIMGB21,EPWORTH INVESTMENT MANAGEMENT LTD
EPINGB21,EPSILON INVESTMENTS LIMITED
EPISGRA1,EPIC ANONYMI ETAIREIA PAROCHIS EPEN
EPJFJPJ1,EPIC PROWESS OF JAPAN FUND
EPMEGB21,EMERSON PROCESS MANAGEMENT SHARED S
EPOOUS31,EPOCH INVESTMENT PARTNERS
EPOOUS31AO1,EPOCH INVESTMENT PARTNERS
EPPEGB21,EPERON PETROLEUM LTD
EPPRDZAL,CAISSE NATIONALE DEPARGNE ET DE PRE
EPSGIT41,EPSILON SGR S.P.A.
EPSGITMM,EPSILON SGR S.P.A.
EPSIGRA1,ELIAS A. PETROPOULAKIS SECURITIES A
EPSRBDD1,EQUITY PARTNERS SECURITIES LIMITED
EPTAITM1,EPTASIM SPA
EPWJJPJ1,EPIC WISDOM OF JAPAN
EQBKCZPP,EQUA BANK A.S.
EQBLKENA,EQUITY BANK LIMITED
EQBLRWRW,EQUITY BANK RWANDA LIMITED
EQBLSSJB,EQUITY BANK SOUTHERN SUDAN LIMITED 
EQBLTZTZ,EQUITY BANK TANZANIA LIMITED
EQBLUGKA,EQUITY BANK UGANDA LTD
EQCAGB21,EQUITEK CAPITAL LIMITED
EQCCBRR1,EQUITY CP - CCV S/A
EQCFGB21,EQUITY AND CORPORATE FINANCE PLC
EQCLUS31,EQUINOX CAPITAL
EQCMGB21,EQUINOX CAPITAL MANAGEMENT LIMITED
EQCOGB21,EQUIBET COM LIMITED
EQCRFRP1,EQUALIS CAPITAL FRANCE
EQDEGB21,EQUITY DEVELOPMENT LIMITED
EQFIGB21,EQUINITI FINANCIAL SERVICES LIMITED
EQFXCAT1,EQUITY FINANCIAL FX INC.
EQGEGB21,EQUITY GROWTH RESEARCH LIMITED
EQHIGB21,EQUITABLE HOUSE INVESTMENTS LIMITED
EQHOCZP1,EQUITY HOLDING
EQICPHM1,SB EQUITIES INCORPORATED
EQIEHUH1,EQUILOR INVESTMENT PLC.
EQIIFRP1,EQUITIS
EQINGB21,EQUITY INVESTIGATOR LIMITED
EQIVROB1,EQUITY INVEST S.A.
EQNSDEFF,EQUENS SE
EQPIFIH1,EQ PANKKI OY
EQPTAU31,EQUICLEAR PTY LTD
EQSAESM1,A.T. EQUITIES SPAN A.V.B.
EQSBUGK1,EQUITY STOCK BROKERS
EQSEGB21,EQUINOX SECURITIES LIMITED
EQSIINA1,EQUIRUS SECURITIES PRIVATE LIMITED
EQSNPHM1,EQUICOM SAVINGS BANK
EQSOIMD1,EQUILIBRIUM SOLUTIONS LTD
EQSPPHM1,EQUITABLE SECURITIES (PHILS.) INC.
EQSRSTST,BANCO EQUADOR
EQSTKEN1,EQUITY STOCKBROKERS LIMITED
EQSVINB1,CD EQUISEARCH PVT LTD
EQSVINB1CAL,CD EQUISEARCH PVT LTD
EQTCGB21,EQUATORIAL CORPORATION PLC
EQTRAU31,EQUITY TRUSTEES LTD
EQUAKENA,EQUATORIAL COMMERCIAL BANK LTD
EQUGFRP1,EQUIGEST SA
EQUNDEFF,EQUINET BANK AG
EQUSPHM1,EQUITIWORLD SECURITIES INC.
EQUUFRP1,EQUUS
EQVEGB21,EQUITY VENTURES LIMITED
ERAAFRP1,EUROPANEL RESEARCH AND ALTERNATIVE 
ERAMFRP1,ERAMET
ERAMFRPA,ERAMET
ERASTWT1,ERAHSIAN SECURITIES CO LTD
ERBBAZ22,OPEN JOINT STOCK COMPANY EUROBANK
ERCBATW1,ERSTE UND CONSTANTIA BETEILIGUNGSFO
ERCCRUMM,ERGOBANK LLC
ERCUIE21,ERRIS CREDIT UNION LIMITED
EREILUL1,ECM REAL ESTATE INVESTMENTS A.G.
ERELMNUB,ERELBANK OF MONGOLIA (ERELBANK LTD)
ERESFRP1,ERES
ERFBDE8E,ERFURTER BANK EG
ERFPFI21,ESTLANDER AND RONNLUND FINANCIAL PR
ERFRDKK1,SWISS RE DENMARK REINSURANCE A/S
ERGIFR21,GESTION DEQUIPEMENTS TOURISTIQUES I
ERGRGRA1,ERGO SECURITIES
ERHIGB21,ERECTA (HITCHIN) INVESTMENTS LTD
ERICSES1,ERICSSON MONEY SERVICES AB
ERIMUS31,EAGLE RIDGE INVESTMENT MANAGEMENT L
ERISFRP1,ERISA
ERMARU51,ZAO NGAB ERMAK
ERMGGB21,ERMGASSEN AND CO. LIMITED
ERMOMCM1,BANK VON ERNST (MONACO)
ERMSIDJ1,ERDHIKA MUALATAMA SECURITIES
ERNCUS31,INVESTEC ERNST AND COMPANY
EROCTWTP,EXPORT-IMPORT BANK OF THE REPUBLIC 
ERPFSES1,ERIK PENSER BANKAKTIEBOLAG
ERRECHZ1,EUROPEAN REINSURANCE COMPANY OF ZUR
ERSAATW1,ERSTE-SPARINVEST KAPITALANLAGEGESEL
ERSBFIH1,ERIK SELIN BANKERS LTD
ERSEITT1,ERSEL SIM S.P.A.
ERSKHUH1,ERSTE BEFEKTETESI ZRT.
ERSNRUMM,OJSC EURASIAN BANK
ERSPPLP1,ERSTE SECURITIES POLSKA SPOWKA AKCY
ERSSFI21,ERAJARVEN SAASTOPANKKI
ERTATHB1,EXPRESSWAY AND RAPID TRANSIT AUTHOR
ERYOUS31,ERNST AND YOUNG
ERYPUS41,ERNST AND YOUNG LLP
ESAAFR21,ESCA
ESABUS31,APPLE BANK
ESAFESM1, EUROSAFEI
ESAMGB21,CLOSE TEAMS LIMITED
ESAONL21,BANCO DO ESTADO DE SAO PAOLO S.A.
ESATKENA,EASTERN AND SOUTHERN AFRICAN TRADE 
ESAUNZ21,ESAM CUSHING AND CO
ESBCHR22,ERSTE AND STEIERMAERKISCHE BANK D.D
ESBDAEAD,ES BANKERS DUBAI LIMITED
ESBEPHM1, EVERGREEN STOCK BROKERAGE AND SECU
ESBFESM1,ESPIRITO SANTO BANK OF FLORIDA
ESBFUS3M,ESPIRITO SANTO BANK
ESBKATWW,DENIZBANK AG
ESBKDEFF,DENIZBANK (WIEN) AG
ESBPPAPA,ES BANK (PANAMA) S.A.
ESBSGB21,EARL SHILTON BUILDING SOCIETY
ESCAKYKY,BICERNATIONAL BANK LIMITED
ESCBFRPP,BANQUE DESCOMPTE
ESCBFRPPBDF,BANQUE DESCOMPTE
ESCCESM1,ESPACLEAR
ESCMGB21,TARCHON CAPITAL SERVICES LIMITED
ESCOUS41,EQUITABLE SECURITIES CORPORATION
ESCPROB1,ESTEURO CAPITAL S.A.
ESCUIE21,ESTUARY CREDIT UNION LIMITED
ESDEPTP1,ESPIRITO SANTO DEALER SOCIEDADE FIN
ESDRFR21,EXPANSO-LA SOCIETE POUR LE DEVELOPP
ESECUS31COL,SECURITIES FINANCE TRUST COMPANY
ESECUS33,SECURITIES FINANCE TRUST COMPANY
ESEPGB21,ESSO EXPLORATION AND PRODUCTION UK 
ESESBEBB,CAISSEERPROFESSIONNELLE DE DEPO
ESESBEBBIAC,CAISSEERPROFESSIONNELLE DE DEPO
ESESBEBBIAD,CAISSEERPROFESSIONNELLE DE DEPO
ESESBEBBINT,CAISSEERPROFESSIONNELLE DE DEPO
ESESBEBBLE1,CAISSEERPROFESSIONNELLE DE DEPO
ESESBEBBLE2,CAISSEERPROFESSIONNELLE DE DEPO
ESESBEBBSCC,CAISSEERPROFESSIONNELLE DE DEPO
ESESBEBBT2X,CAISSEERPROFESSIONNELLE DE DEPO
ESESFRPP,EUROCLEAR FRANCE SA
ESESFRPPFTT,EUROCLEAR FRANCE SA
ESESFRPPINT,EUROCLEAR FRANCE SA
ESESFRPPLE1,EUROCLEAR FRANCE SA
ESESFRPPLE2,EUROCLEAR FRANCE SA
ESESFRPPPFE,EUROCLEAR FRANCE SA
ESESFRPPT2X,EUROCLEAR FRANCE SA
ESESFRPPVOT,EUROCLEAR FRANCE SA
ESESNL2A,NEDERLANDS CENTRAAL INSTITUUT VOOR 
ESESNL2A777,NEDERLANDS CENTRAAL INSTITUUT VOOR 
ESESNL2AINT,NEDERLANDS CENTRAAL INSTITUUT VOOR 
ESESNL2ALE1,NEDERLANDS CENTRAAL INSTITUUT VOOR 
ESESNL2ALE2,NEDERLANDS CENTRAAL INSTITUUT VOOR 
ESESNL2AT2X,NEDERLANDS CENTRAAL INSTITUUT VOOR 
ESFCPTP1,ESER SOCIEDADE FINANCEIRA DE CORRET
ESFGFR21,ESFIN GESTION GROUPEMENT DINTERET E
ESFIESM1,BANCO ESFINGE S.A.
ESFPPTP1,ESAF - ES FUNDOS DE PENSOES
ESFTFR21,ESTER FINANCE TITRISATION SA
ESGPPTP1, ESAF - ESPIRITO SANTO GESTAO DE PA
ESIAGB21,ESN INVESTMENT MANAGEMENT LTD
ESIDRU31,ESIDBANK
ESIETRI1,ERSTE SECURITIES ISTANBUL MENKUL DE
ESIETRI2,ERSTE SECURITIES ISTANBUL MENKUL DE
ESIMGB21,EAGLE STAR INVESTMENT MANAGEMENT
ESINSGSG,EASTSPRING INVESTMENTS SINGAPORE LI
ESIRINB1,ELARA SECURITIES (INDIA) PRIVATE LI
ESISHKH1,ESSENCEERNATIONAL SECURITIES (H
ESITFR2P,ESSILORERNATIONAL
ESJAISRE,ARION BANK
ESKBBHBM,ESKAN BANK
ESKOZAJJ,ESKOM TREASURY
ESMCUS31,ESSEX MANAGEMENT COMPANY
ESNAUS31,ESN NORTH AMERICA
ESNTLULL,EASTNETS EUROPE S.A.
ESNYUS31,BNY ESI AND CO.
ESPAFR21,ESFIN PARTICIPATIONS SAS
ESPBESM1AAD,BANCO DE ESPANA
ESPBESM1AMF,BANCO DE ESPANA
ESPBESM1CBE,BANCO DE ESPANA
ESPBESM1CDI,BANCO DE ESPANA
ESPBESM1CPM,BANCO DE ESPANA
ESPBESM1EGD,BANCO DE ESPANA
ESPBESM1OFI,BANCO DE ESPANA
ESPBESM1TRD,BANCO DE ESPANA
ESPBESMM,BANCO DE ESPANA
ESPBESMMASI,BANCO DE ESPANA
ESPBESMMAYM,BANCO DE ESPANA
ESPBESMMC01,BANCO DE ESPANA
ESPBESMMC02,BANCO DE ESPANA
ESPBESMMC03,BANCO DE ESPANA
ESPBESMMC04,BANCO DE ESPANA
ESPBESMMC05,BANCO DE ESPANA
ESPBESMMC06,BANCO DE ESPANA
ESPBESMMC07,BANCO DE ESPANA
ESPBESMMC08,BANCO DE ESPANA
ESPBESMMC09,BANCO DE ESPANA
ESPBESMMC10,BANCO DE ESPANA
ESPBESMMC11,BANCO DE ESPANA
ESPBESMMC12,BANCO DE ESPANA
ESPBESMMC13,BANCO DE ESPANA
ESPBESMMC14,BANCO DE ESPANA
ESPBESMMC15,BANCO DE ESPANA
ESPBESMMECB,BANCO DE ESPANA
ESPBESMMEUX,BANCO DE ESPANA
ESPBESMMFAD,BANCO DE ESPANA
ESPBESMMFFA,BANCO DE ESPANA
ESPBESMMFGE,BANCO DE ESPANA
ESPBESMMFGS,BANCO DE ESPANA
ESPBESMMFPP,BANCO DE ESPANA
ESPBESMMFRB,BANCO DE ESPANA
ESPBESMMGAR,BANCO DE ESPANA
ESPBESMMHIT,BANCO DE ESPANA
ESPBESMMMID,BANCO DE ESPANA
ESPBESMMOCC,BANCO DE ESPANA
ESPBESMMRMS,BANCO DE ESPANA
ESPBESMMSDD,BANCO DE ESPANA
ESPBESMMSTE,BANCO DE ESPANA
ESPBESMMTCA,BANCO DE ESPANA
ESPBESMMTEC,BANCO DE ESPANA
ESPBESMMTFP,BANCO DE ESPANA
ESPBESMMTLC,BANCO DE ESPANA
ESPBESMMTSS,BANCO DE ESPANA
ESPBESMMTTE,BANCO DE ESPANA
ESPCESMM,BANCO SANTANDER S.A. FORMERLY BANCO
ESPCFRP1,BANCO ESPANOL DE CREDITO
ESPEITMM,BANCA ESPERIA SPA
ESPIFR21,ESPACE PRODUCTIONERNATIONAL
ESPOGB21,ESSO PETROLEUM COMPANY
ESSAINB1,ESPIRITO SANTO SECURITIES INDIA PVT
ESSCGB21,EXXONMOBIL SALES AND SUPPLY LLC
ESSDMTMT,ESS-DATABRIDGE EXCHANGE LIMITED
ESSECHGG,SEB PRIVATE BANK GENEVA
ESSECNSH,SKANDINAVISKA ENSKILDA BANKEN AB (P
ESSEDE51K30,SEB AG
ESSEDE51K31,SEB AG
ESSEDE51K32,SEB AG
ESSEDE51K33,SEB AG
ESSEDE51K34,SEB AG
ESSEDE51K35,SEB AG
ESSEDE51K36,SEB AG
ESSEDE51K37,SEB AG
ESSEDE51K38,SEB AG
ESSEDE51K39,SEB AG
ESSEDE51K40,SEB AG
ESSEDE51K41,SEB AG
ESSEDE51K42,SEB AG
ESSEDE51K43,SEB AG
ESSEDE51K44,SEB AG
ESSEDE51K45,SEB AG
ESSEDE51K46,SEB AG
ESSEDE51K47,SEB AG
ESSEDE51K48,SEB AG
ESSEDE51K49,SEB AG
ESSEDE51K50,SEB AG
ESSEDE51K51,SEB AG
ESSEDE51K52,SEB AG
ESSEDE51K53,SEB AG
ESSEDE51K54,SEB AG
ESSEDE51K55,SEB AG
ESSEDE51K56,SEB AG
ESSEDE51K57,SEB AG
ESSEDE51K58,SEB AG
ESSEDE51K59,SEB AG
ESSEDE51K60,SEB AG
ESSEDE51K61,SEB AG
ESSEDE51K62,SEB AG
ESSEDE51K63,SEB AG
ESSEDE51K64,SEB AG
ESSEDE51K65,SEB AG
ESSEDE51K66,SEB AG
ESSEDE51K67,SEB AG
ESSEDE51K68,SEB AG
ESSEDE51K69,SEB AG
ESSEDE51K70,SEB AG
ESSEDE51K71,SEB AG
ESSEDE51K72,SEB AG
ESSEDE51K73,SEB AG
ESSEDE51K74,SEB AG
ESSEDE51K75,SEB AG
ESSEDE51K76,SEB AG
ESSEDE51K77,SEB AG
ESSEDE51K78,SEB AG
ESSEDE51K79,SEB AG
ESSEDE51K80,SEB AG
ESSEDE51K81,SEB AG
ESSEDE51K82,SEB AG
ESSEDE51K83,SEB AG
ESSEDE51K84,SEB AG
ESSEDE51K85,SEB AG
ESSEDE51K86,SEB AG
ESSEDE51K87,SEB AG
ESSEDE51K88,SEB AG
ESSEDE51K89,SEB AG
ESSEDE51K90,SEB AG
ESSEDE51K91,SEB AG
ESSEDE51K92,SEB AG
ESSEDE51K93,SEB AG
ESSEDE51K94,SEB AG
ESSEDE51K95,SEB AG
ESSEDE51K96,SEB AG
ESSEDE51K97,SEB AG
ESSEDE51K98,SEB AG
ESSEDE51K99,SEB AG
ESSEDE51L00,SEB AG
ESSEDE51L01,SEB AG
ESSEDE51L02,SEB AG
ESSEDE51L03,SEB AG
ESSEDE51L04,SEB AG
ESSEDE51L05,SEB AG
ESSEDE51L06,SEB AG
ESSEDE51L07,SEB AG
ESSEDE51L08,SEB AG
ESSEDE51L09,SEB AG
ESSEDE51L10,SEB AG
ESSEDE51L11,SEB AG
ESSEDE51L12,SEB AG
ESSEDE51L13,SEB AG
ESSEDE51L14,SEB AG
ESSEDE51L15,SEB AG
ESSEDE51L16,SEB AG
ESSEDE51L17,SEB AG
ESSEDE51L18,SEB AG
ESSEDE51L19,SEB AG
ESSEDE51L20,SEB AG
ESSEDE51L21,SEB AG
ESSEDE51L22,SEB AG
ESSEDE51L23,SEB AG
ESSEDE51L24,SEB AG
ESSEDE51L25,SEB AG
ESSEDE51L26,SEB AG
ESSEDE51L27,SEB AG
ESSEDE51L28,SEB AG
ESSEDE51L29,SEB AG
ESSEDE51L30,SEB AG
ESSEDE51L31,SEB AG
ESSEDE51L32,SEB AG
ESSEDE51L33,SEB AG
ESSEDE51L34,SEB AG
ESSEDE51L35,SEB AG
ESSEDE51L36,SEB AG
ESSEDE51L37,SEB AG
ESSEDE51L38,SEB AG
ESSEDE51L39,SEB AG
ESSEDE51L40,SEB AG
ESSEDE51L41,SEB AG
ESSEDE51L42,SEB AG
ESSEDE51L43,SEB AG
ESSEDE51L44,SEB AG
ESSEDE51L45,SEB AG
ESSEDE51L46,SEB AG
ESSEDE51L47,SEB AG
ESSEDE51L48,SEB AG
ESSEDE51L49,SEB AG
ESSEDE51L50,SEB AG
ESSEDE51SCH,SEB AG
ESSEDE51TEC,SEB AG
ESSEDE51TZN,SEB AG
ESSEDE5F,SEB AG
ESSEDE5F100,SEB AG
ESSEDE5F130,SEB AG
ESSEDE5F131,SEB AG
ESSEDE5F132,SEB AG
ESSEDE5F160,SEB AG
ESSEDE5F161,SEB AG
ESSEDE5F200,SEB AG
ESSEDE5F201,SEB AG
ESSEDE5F210,SEB AG
ESSEDE5F212,SEB AG
ESSEDE5F230,SEB AG
ESSEDE5F231,SEB AG
ESSEDE5F250,SEB AG
ESSEDE5F251,SEB AG
ESSEDE5F254,SEB AG
ESSEDE5F259,SEB AG
ESSEDE5F260,SEB AG
ESSEDE5F265,SEB AG
ESSEDE5F270,SEB AG
ESSEDE5F271,SEB AG
ESSEDE5F272,SEB AG
ESSEDE5F280,SEB AG
ESSEDE5F281,SEB AG
ESSEDE5F282,SEB AG
ESSEDE5F290,SEB AG
ESSEDE5F292,SEB AG
ESSEDE5F300,SEB AG
ESSEDE5F301,SEB AG
ESSEDE5F302,SEB AG
ESSEDE5F303,SEB AG
ESSEDE5F304,SEB AG
