KEY,NAME
CCNPDOS1,CORPORACION DE CREDITO NORDESTANA D
CCNSHKH1,CCBERNATIONAL SECURITIES LTD
CCNTDE31,CIT COLOGNE INDEPENDENT TRADERS GMB
CCNVJMK1,CCU INVESTMENTS LIMITED
CCOACLR1,CELFIN CAPITAL SA CORREDORES DE BOL
CCOCESMM,BANCO CAMINOS
CCOFGB21,CAPITA CORPORATE FINANCE LIMITED
CCOIGB21,CAVENDISH CORPORATE FINANCE (UK) LI
CCOOPTP1,CAIXA DE CREDITO AGRICOLA MUTUO DE 
CCOPFRCP,CREDIT COOPERATIF
CCOPFRPP,CREDIT COOPERATIF
CCOPFRPPFXD,CREDIT COOPERATIF
CCOSUS41,CLEARING CORPORATION FOR OPTIONS AN
CCOTPTP1,CAIXA DE CREDITO AGRICOLA MUTUO DE 
CCOUPTP1,CAIXA DE CREDITO AGRICOLA MUTUO DE 
CCPAAU21,CONCORD CAPITAL LIMITED
CCPGGALI,GABON-POSTE
CCPIGB21,CWB CAPITAL PARTNERS (INVESTMENTS) 
CCPLLULL,ENTREPRISE DES P ET T
CCPMUS41,CORNERSTONE CAPITAL MANAGEMENT
CCPODOS1,CORPORACION DE CREDITO PRESTAMOS A 
CCPPGB21,CLAREVILLE CAPITAL PARTNERS LLP
CCPRGB21,CANTAB CAPITAL PARTNERS
CCPSDOS1,CCI PUESTO DE BOLSA
CCPTZAJ1,CCD (PTY) LTD
CCRALULL,BANQUE RAIFFEISEN
CCRCFR21,CARAC SRL
CCRIES2A,CAJAS RURALES UNIDAS
CCRIES2A001,CAJAS RURALES UNIDAS
CCRIES2A029,CAJA DE CREDITO DE PETREL
CCRIES2A102,CAJA RURAL DE SAN VICENTE VALL DUXO
CCRIES2A105,CAIXA R. DE CALLOSA DE EN SARRIA CC
CCRIES2A110,CAJA RURAL CATOLICO AGRARIA
CCRIES2A112,C.R.S. JOSE DE BURRIANA SCCV
CCRIES2A118,CAIXA RURAL DE TORRENT CCV
CCRIES2A119,C.R.S. JAIME ALQUERIAS NINO PERDIDO
CCRIES2A121,C.R. DE CHESTE SCC
CCRIES2A123,CAIXA R. DE TURIS
CCRIES2A135,C.R.S. JOSE DE NULES
CCRIES2A137,CAJA RURAL DE CASINOS
CCRIES2A152,C.R.DE VILLAR CCV
CCRIES2A157,C.R. LA JUNQUERA DE CHILCHES SCCV
CCRIES2A160,CAIXA R.S.JOSEP DE VILAVELLA SCCV
CCRIES2A165,C.R.S. ISIDRO DE VILAFAMES SCCV
CCRIES2A177,CAJA RURAL DE CANARIAS
CCRIES2A179,C.R.DE ALGINET SCCV
CCRIES2A186,CAIXA RURAL ALBALAT DELS SORELLS
CCRIES2A188,CREDIT VALENCIA C.R. CCV
CCRIES2A45,CAIXA RURAL ALTEA CCV
CCRIES2A95,C.R. SAN ROQUE DE ALMENARA SCCV
CCRLBRB1,COOPERATIVA DE CREDITO RURAL DO OES
CCRMPTP1,CAIXA DE CREDITO AGRICOLA MUTUO DA 
CCRNIE21,ST. COLMANS (CLAREMORRIS) CREDIT UN
CCROPTP1,CAIXA DE CREDITO AGRICOLA MUTUO DA 
CCRPGB21,CITY CREDIT CAPITAL UK LTD
CCRRITG1,COSTA CROCIERE S.P.A.
CCRTIT2101B,CASSA RURALE BASSA VALLAGARINA BCC
CCRTIT2101C,CASSA RURALE BASSA VALLAGARINA BCC
CCRTIT2101D,CASSA RURALE BASSA VALLAGARINA BCC
CCRTIT2101F,CASSA RURALE BASSA VALLAGARINA BCC
CCRTIT2101G,CASSA RURALE BASSA VALLAGARINA BCC
CCRTIT2101H,CASSA RURALE BASSA VALLAGARINA BCC
CCRTIT2101I,CASSA RURALE BASSA VALLAGARINA BCC
CCRTIT2101L,CASSA RURALE BASSA VALLAGARINA BCC
CCRTIT2103B,CASSA RURALE DI ALDENO E CADINE BCC
CCRTIT2103C,CASSA RURALE DI ALDENO E CADINE BCC
CCRTIT2103D,CASSA RURALE DI ALDENO E CADINE BCC
CCRTIT2103E,CASSA RURALE DI ALDENO E CADINE BCC
CCRTIT2103F,CASSA RURALE DI ALDENO E CADINE BCC
CCRTIT2103G,CASSA RURALE DI ALDENO E CADINE BCC
CCRTIT2103H,CASSA RURALE DI ALDENO E CADINE BCC
CCRTIT2103L,CASSA RURALE DI ALDENO E CADINE BCC
CCRTIT2103M,CASSA RURALE DI ALDENO E CADINE BCC
CCRTIT2103N,CASSA RURALE DI ALDENO E CADINE BCC
CCRTIT2103O,CASSA RURALE DI ALDENO E CADINE BCC
CCRTIT2103P,CASSA RURALE DI ALDENO E CADINE BCC
CCRTIT2103Q,CASSA RURALE DI ALDENO E CADINE BCC
CCRTIT2104B,CASSA RURALE ALTO GARDA
CCRTIT2104C,CASSA RURALE ALTO GARDA
CCRTIT2104D,CASSA RURALE ALTO GARDA
CCRTIT2104E,CASSA RURALE ALTO GARDA
CCRTIT2104F,CASSA RURALE ALTO GARDA
CCRTIT2104G,CASSA RURALE ALTO GARDA
CCRTIT2104H,CASSA RURALE ALTO GARDA
CCRTIT2104I,CASSA RURALE ALTO GARDA
CCRTIT2104L,CASSA RURALE ALTO GARDA
CCRTIT2104M,CASSA RURALE ALTO GARDA
CCRTIT2104N,CASSA RURALE ALTO GARDA
CCRTIT2104O,CASSA RURALE ALTO GARDA
CCRTIT2104P,CASSA RURALE ALTO GARDA
CCRTIT2104R,CASSA RURALE ALTO GARDA
CCRTIT2104T,CASSA RURALE ALTO GARDA
CCRTIT2104U,CASSA RURALE ALTO GARDA
CCRTIT2104V,CASSA RURALE ALTO GARDA
CCRTIT2104W,CASSA RURALE ALTO GARDA
CCRTIT2104X,CASSA RURALE ALTO GARDA
CCRTIT2104Z,CASSA RURALE ALTO GARDA
CCRTIT2105B,CASSA RURALE ADAMELLO BRENTA
CCRTIT2105C,CASSA RURALE ADAMELLO BRENTA
CCRTIT2105D,CASSA RURALE ADAMELLO BRENTA
CCRTIT2105E,CASSA RURALE ADAMELLO BRENTA
CCRTIT2105F,CASSA RURALE ADAMELLO BRENTA
CCRTIT2105G,CASSA RURALE ADAMELLO BRENTA
CCRTIT2105H,CASSA RURALE ADAMELLO BRENTA
CCRTIT2105I,CASSA RURALE ADAMELLO BRENTA
CCRTIT2105L,CASSA RURALE ADAMELLO BRENTA
CCRTIT2105M,CASSA RURALE ADAMELLO BRENTA
CCRTIT2105N,CASSA RURALE ADAMELLO BRENTA
CCRTIT2105P,CASSA RURALE ADAMELLO BRENTA
CCRTIT2105Q,CASSA RURALE ADAMELLO BRENTA
CCRTIT2106C,CASSA RURALE DI LEDRO
CCRTIT2106D,CASSA RURALE DI LEDRO
CCRTIT2106E,CASSA RURALE DI LEDRO
CCRTIT2106F,CASSA RURALE DI LEDRO
CCRTIT2106G,CASSA RURALE DI LEDRO
CCRTIT2106H,CASSA RURALE DI LEDRO
CCRTIT2107B,CASSA RURALE DI BRENTONICO BCC
CCRTIT2110B,CASSA RURALE DI RABBI E CALDES
CCRTIT2110C,CASSA RURALE DI RABBI E CALDES
CCRTIT2110D,CASSA RURALE DI RABBI E CALDES
CCRTIT2110E,CASSA RURALE DI RABBI E CALDES
CCRTIT2111B,CASSA RURALE DI CALDONAZZO
CCRTIT2111C,CASSA RURALE DI CALDONAZZO
CCRTIT2111D,CASSA RURALE DI CALDONAZZO
CCRTIT2111E,CASSA RURALE DI CALDONAZZO
CCRTIT2115B,CASSA RURALE CENTROFIEMME - CAVALES
CCRTIT2115D,CASSA RURALE CENTROFIEMME - CAVALES
CCRTIT2115E,CASSA RURALE CENTROFIEMME - CAVALES
CCRTIT2115F,CASSA RURALE CENTROFIEMME - CAVALES
CCRTIT2115G,CASSA RURALE CENTROFIEMME - CAVALES
CCRTIT2115H,CASSA RURALE CENTROFIEMME - CAVALES
CCRTIT2115I,CASSA RURALE CENTROFIEMME-CAVALESE 
CCRTIT2115L,CASSA RURALE CENTROFIEMME-CAVALESE 
CCRTIT2115M,CASSA RURALE CENTROFIEMME-CAVALESE 
CCRTIT2120B,CASSA RURALE GIUDICARIE VALSABBIA P
CCRTIT2120C,CASSA RURALE GIUDICARIE VALSABBIA P
CCRTIT2120D,CASSA RURALE GIUDICARIE VALSABBIA P
CCRTIT2120E,CASSA RURALE GIUDICARIE VALSABBIA P
CCRTIT2120F,CASSA RURALE GIUDICARIE VALSABBIA P
CCRTIT2120G,CASSA RURALE GIUDICARIE VALSABBIA P
CCRTIT2120H,CASSA RURALE GIUDICARIE VALSABBIA P
CCRTIT2120I,CASSA RURALE GIUDICARIE VALSABBIA P
CCRTIT2120L,CASSA RURALE GIUDICARIE VALSABBIA P
CCRTIT2120M,CASSA RURALE GIUDICARIE VALSABBIA P
CCRTIT2120N,CASSA RURALE GIUDICARIE VALSABBIA P
CCRTIT2120O,CASSA RURALE GIUDICARIE VALSABBIA P
CCRTIT2120P,CASSA RURALE GIUDICARIE VALSABBIA P
CCRTIT2120Q,CASSA RURALE GIUDICARIE VALSABBIA P
CCRTIT2120R,CASSA RURALE GIUDICARIE VALSABBIA P
CCRTIT2120S,CASSA RURALE GIUDICARIE VALSABBIA P
CCRTIT2120T,CASSA RURALE GIUDICARIE VALSABBIA P
CCRTIT2120U,CASSA RURALE GIUDICARIE VALSABBIA P
CCRTIT2120V,CASSA RURALE GIUDICARIE VALSABBIA P
CCRTIT2120W,CASSA RURALE GIUDICARIE VALSABBIA P
CCRTIT2120X,CASSA RURALE GIUDICARIE VALSABBIA P
CCRTIT2121B,CASSA RURALE BASSA ANAUNIA
CCRTIT2122B,CASSA RURALE DON LORENZO GUETTI DI 
CCRTIT2122C,CASSA RURALE DON LORENZO GUETTI DI 
CCRTIT2122D,CASSA RURALE DON LORENZO GUETTI DI 
CCRTIT2122E,CASSA RURALE DON LORENZO GUETTI DI 
CCRTIT2123B,CASSA RURALE DI FOLGARIA
CCRTIT2123C,CASSA RURALE DI FOLGARIA
CCRTIT2123D,CASSA RURALE DI FOLGARIA
CCRTIT2123E,CASSA RURALE DI FOLGARIA
CCRTIT2123F,CASSA RURALE DI FOLGARIA
CCRTIT2123G,CASSA RURALE DI FOLGARIA
CCRTIT2126B,CASSA RURALE DI GIOVO
CCRTIT2126C,CASSA RURALE DI GIOVO
CCRTIT2126D,CASSA RURALE DI GIOVO
CCRTIT2126E,CASSA RURALE DI GIOVO
CCRTIT2127B,CASSA RURALE VALSUGANA E TESINO
CCRTIT2127C,CASSA RURALE VALSUGANA E TESINO
CCRTIT2127D,CASSA RURALE VALSUGANA E TESINO
CCRTIT2127E,CASSA RURALE VALSUGANA E TESINO
CCRTIT2127F,CASSA RURALE VALSUGANA E TESINO
CCRTIT2127G,CASSA RURALE VALSUGANA E TESINO
CCRTIT2127H,CASSA RURALE VALSUGANA E TESINO
CCRTIT2127I,CASSA RURALE VALSUGANA E TESINO
CCRTIT2127L,CASSA RURALE VALSUGANA E TESINO
CCRTIT2127M,CASSA RURALE VALSUGANA E TESINO
CCRTIT2127N,CASSA RURALE VALSUGANA E TESINO
CCRTIT2127P,CASSA RURALE VALSUGANA E TESINO
CCRTIT2127Q,CASSA RURALE VALSUGANA E TESINO
CCRTIT2127R,CASSA RURALE VALSUGANA E TESINO
CCRTIT2127S,CASSA RURALE VALSUGANA E TESINO
CCRTIT2127T,CASSA RURALE VALSUGANA E TESINO
CCRTIT2127U,CASSA RURALE VALSUGANA E TESINO
CCRTIT2127V,CASSA RURALE VALSUGANA E TESINO
CCRTIT2127X,CASSA RURALE VALSUGANA E TESINO
CCRTIT2127Z,CASSA RURALE VALSUGANA E TESINO
CCRTIT2129B,CASSA RURALE DI ISERA BCC
CCRTIT2130B,CASSA RURALE DI LAVIS - VALLE DI CE
CCRTIT2130C,CASSA RURALE DI LAVIS - VALLE DI CE
CCRTIT2130D,CASSA RURALE DI LAVIS - VALLE DI CE
CCRTIT2130E,CASSA RURALE DI LAVIS - VALLE DI CE
CCRTIT2130F,CASSA RURALE DI LAVIS - VALLE DI CE
CCRTIT2130G,CASSA RURALE DI LAVIS - VALLE DI CE
CCRTIT2130I,CASSA RURALE DI LAVIS - VALLE DI CE
CCRTIT2130L,CASSA RURALE DI LAVIS - VALLE DI CE
CCRTIT2130M,CASSA RURALE DI LAVIS - VALLE DI CE
CCRTIT2130N,CASSA RURALE DI LAVIS - VALLE DI CE
CCRTIT2130O,CASSA RURALE DI LAVIS - VALLE DI CE
CCRTIT2130P,CASSA RURALE DI LAVIS - VALLE DI CE
CCRTIT2130Q,CASSA RURALE DI LAVIS - VALLE DI CE
CCRTIT2130R,CASSA RURALE DI LAVIS - VALLE DI CE
CCRTIT2130S,CASSA RURALE DI LAVIS - VALLE DI CE
CCRTIT2130T,CASSA RURALE DI LAVIS-VALLE DI CEMB
CCRTIT2131B,CASSA RURALE DI LEVICO TERME
CCRTIT2131D,CASSA RURALE DI LEVICO TERME
CCRTIT2133B,CASSA RURALE DI LIZZANA BCC
CCRTIT2133C,CASSA RURALE DI LIZZANA BCC
CCRTIT2133D,CASSA RURALE DI LIZZANA BCC
CCRTIT2134B,CASSA RURALE VALLE DEI LAGHI
CCRTIT2134C,CASSA RURALE VALLE DEI LAGHI
CCRTIT2134D,CASSA RURALE VALLE DEI LAGHI
CCRTIT2134E,CASSA RURALE VALLE DEI LAGHI
CCRTIT2134F,CASSA RURALE VALLE DEI LAGHI
CCRTIT2134H,CASSA RURALE VALLE DEI LAGHI
CCRTIT2134I,CASSA RURALE VALLE DEI LAGHI
CCRTIT2134L,CASSA RURALE VALLE DEI LAGHI
CCRTIT2134M,CASSA RURALE VALLE DEI LAGHI
CCRTIT2134N,CASSA RURALE VALLE DEI LAGHI
CCRTIT2134P,CASSA RURALE VALLE DEI LAGHI
CCRTIT2134Q,CASSA RURALE VALLE DEI LAGHI
CCRTIT2134S,CASSA RURALE VALLE DEI LAGHI
CCRTIT2137B,CASSA RURALE DI MEZZOLOMBARDO E SAN
CCRTIT2137C,CASSA RURALE DI MEZZOLOMBARDO E SAN
CCRTIT2137D,CASSA RURALE DI MEZZOLOMBARDO E SAN
CCRTIT2137E,CASSA RURALE DI MEZZOLOMBARDO E SAN
CCRTIT2137F,CASSA RURALE DI MEZZOLOMBARDO E SAN
CCRTIT2138B,CASSA RURALE VAL DI FASSA E AGORDIN
CCRTIT2138C,CASSA RURALE VAL DI FASSA E AGORDIN
CCRTIT2138D,CASSA RURALE VAL DI FASSA E AGORDIN
CCRTIT2138E,CASSA RURALE VAL DI FASSA E AGORDIN
CCRTIT2138F,CASSA RURALE VAL DI FASSA E AGORDIN
CCRTIT2138G,CASSA RURALE VAL DI FASSA E AGORDIN
CCRTIT2138H,CASSA RURALE VAL DI FASSA E AGORDIN
CCRTIT2138I,CASSA RURALE VAL DI FASSA E AGORDIN
CCRTIT2138L,CASSA RURALE VAL DI FASSA E AGORDIN
CCRTIT2138M,CASSA RURALE VAL DI FASSA E AGORDIN
CCRTIT2138N,CASSA RURALE VAL DI FASSA E AGORDIN
CCRTIT2138O,CASSA RURALE VAL DI FASSA E AGORDIN
CCRTIT2138P,CASSA RURALE VAL DI FASSA E AGORDIN
CCRTIT2140B,CASSA RURALE MORI - VAL DI GRESTA B
CCRTIT2140C,CASSA RURALE MORI - VAL DI GRESTA B
CCRTIT2140D,CASSA RURALE MORI - VAL DI GRESTA B
CCRTIT2143B,CASSA RURALE ALTA VALDISOLE E PEJO
CCRTIT2143C,CASSA RURALE ALTA VALDISOLE E PEJO
CCRTIT2143D,CASSA RURALE ALTA VALDISOLE E PEJO
CCRTIT2143E,CASSA RURALE ALTA VALDISOLE E PEJO
CCRTIT2143F,CASSA RURALE ALTA VALDISOLE E PEJO
CCRTIT2143G,CASSA RURALE ALTA VALDISOLE E PEJO
CCRTIT2143H,CASSA RURALE ALTA VALDISOLE E PEJO
CCRTIT2143I,CASSA RURALE ALTA VALDISOLE E PEJO
CCRTIT2143L,CASSA RURALE ALTA VALDISOLE E PEJO
CCRTIT2143M,CASSA RURALE ALTA VALDISOLE E PEJO
CCRTIT2143N,CASSA RURALE ALTA VALDISOLE E PEJO
CCRTIT2143O,CASSA RURALE ALTA VALDISOLE E PEJO
CCRTIT2143P,CASSA RURALE ALTA VALDISOLE E PEJO
CCRTIT2143Q,CASSA RURALE ALTA VALDISOLE E PEJO
CCRTIT2145B,CASSA RURALE DI OLLE-SAMONE-SCURELL
CCRTIT2145C,CASSA RURALE DI OLLE - SAMONE - SCU
CCRTIT2145D,CASSA RURALE DI OLLE - SAMONE - SCU
CCRTIT2145E,CASSA RURALE DI OLLE - SAMONE - SCU
CCRTIT2145F,CASSA RURALE DI OLLE - SAMONE - SCU
CCRTIT2147B,CASSA RURALE DI PERGINE VALSUGANA
CCRTIT2147C,CASSA RURALE DI PERGINE VALSUGANA
CCRTIT2147D,CASSA RURALE DI PERGINE VALSUGANA
CCRTIT2147E,CASSA RURALE DI PERGINE VALSUGANA
CCRTIT2147F,CASSA RURALE DI PERGINE VALSUGANA
CCRTIT2147G,CASSA RURALE DI PERGINE VALSUGANA
CCRTIT2147H,CASSA RURALE DI PERGINE VALSUGANA
CCRTIT2147I,CASSA RURALE DI PERGINE VALSUGANA
CCRTIT2147L,CASSA RURALE DI PERGINE VALSUGANA
CCRTIT2147M,CASSA RURALE DI PERGINE VALSUGANA
CCRTIT2147N,CASSA RURALE DI PERGINE VALSUGANA
CCRTIT2147P,CASSA RURALE DI PERGINE VALSUGANA
CCRTIT2148B,CASSA RURALE DI PINZOLO
CCRTIT2148C,CASSA RURALE DI PINZOLO
CCRTIT2148D,CASSA RURALE DI PINZOLO
CCRTIT2148E,CASSA RURALE DI PINZOLO
CCRTIT2150C,CASSA RURALE DI FIEMME
CCRTIT2150D,CASSA RURALE DI FIEMME
CCRTIT2150E,CASSA RURALE DI FIEMME
CCRTIT2150F,CASSA RURALE DI FIEMME
CCRTIT2150G,CASSA RURALE DI FIEMME
CCRTIT2150H,CASSA RURALE DI FIEMME
CCRTIT2150I,CASSA RURALE DI FIEMME
CCRTIT2150L,CASSA RURALE DI FIEMME
CCRTIT2150M,CASSA RURALE DI FIEMME
CCRTIT2154B,CASSA RURALE NOVELLA E ALTA ANAUNIA
CCRTIT2154C,CASSA RURALE NOVELLA E ALTA ANAUNIA
CCRTIT2154D,CASSA RURALE NOVELLA E ALTA ANAUNIA
CCRTIT2154E,CASSA RURALE NOVELLA E ALTA ANAUNIA
CCRTIT2154F,CASSA RURALE NOVELLA E ALTA ANAUNIA
CCRTIT2154G,CASSA RURALE NOVELLA E ALTA ANAUNIA
CCRTIT2154H,CASSA RURALE NOVELLA E ALTA ANAUNIA
CCRTIT2154I,CASSA RURALE NOVELLA E ALTA ANAUNIA
CCRTIT2154L,CASSA RURALE NOVELLA E ALTA ANAUNIA
CCRTIT2154M,CASSA RURALE NOVELLA E ALTA ANAUNIA
CCRTIT2155B,CASSA RURALE DI RONCEGNO
CCRTIT2155C,CASSA RURALE DI RONCEGNO
CCRTIT2157B,CASSA RURALE DI ROVERETO BCC
CCRTIT2157C,CASSA RURALE DI ROVERETO BCC
CCRTIT2157E,CASSA RURALE DI ROVERETO BCC
CCRTIT2157F,CASSA RURALE DI ROVERETO BCC
CCRTIT2157G,CASSA RURALE DI ROVERETO BCC
CCRTIT2157H,CASSA RURALE DI ROVERETO BCC
CCRTIT2157J,CASSA RURALE DI ROVERETO BCC
CCRTIT2157L,CASSA RURALE DI ROVERETO BCC
CCRTIT2157M,CASSA RURALE DI ROVERETO BCC
CCRTIT2157N,CASSA RURALE DI ROVERETO BCC
CCRTIT2157P,CASSA RURALE DI ROVERETO BCC
CCRTIT2157Q,CASSA RURALE DI ROVERETO BCC
CCRTIT2157R,CASSA RURALE DI ROVERETO BCC
CCRTIT2157S,CASSA RURALE DI ROVERETO BCC
CCRTIT2157T,CASSA RURALE DI ROVERETO BCC
CCRTIT2157U,CASSA RURALE DI ROVERETO BCC
CCRTIT2157V,CASSA RURALE DI ROVERETO BCC
CCRTIT2157X,CASSA RURALE DI ROVERETO BBC
CCRTIT2157Y,CASSA RURALE DI ROVERETO BBC
CCRTIT2157Z,CASSA RURALE DI ROVERETO BCC
CCRTIT2160B,CASSA RURALE DI SAONE BCC
CCRTIT2160C,CASSA RURALE DI SAONE BCC
CCRTIT2163B,CASSA RURALE DI SPIAZZO E JAVRE
CCRTIT2167B,CASSA RURALE DANAUNIA BCC
CCRTIT2167C,CASSA RURALE DANAUNIA BCC
CCRTIT2167D,CASSA RURALE DANAUNIA BCC
CCRTIT2167E,CASSA RURALE DANAUNIA BCC
CCRTIT2167F,CASSA RURALE DANAUNIA BCC
CCRTIT2167G,CASSA RURALE DANAUNIA BCC
CCRTIT2167H,CASSA RURALE DANAUNIA BCC
CCRTIT2167L,CASSA RURALE DANAUNIA BCC
CCRTIT2167M,CASSA RURALE DANAUNIA BCC
CCRTIT2167N,CASSA RURALE DANAUNIA BCC
CCRTIT2167P,CASSA RURALE DANAUNIA BCC
CCRTIT2168B,CASSA RURALE DI TASSULLO E NANNO
CCRTIT2172B,CASSA RURALE VALLI DI PRIMIERO E VA
CCRTIT2172C,CASSA RURALE VALLI DI PRIMIERO E VA
CCRTIT2172D,CASSA RURALE VALLI DI PRIMIERO E VA
CCRTIT2172E,CASSA RURALE VALLI DI PRIMIERO E VA
CCRTIT2172F,CASSA RURALE VALLI DI PRIMIERO E VA
CCRTIT2172G,CASSA RURALE VALLI DI PRIMIERO E VA
CCRTIT2172H,CASSA RURALE VALLI DI PRIMIERO E VA
CCRTIT2172I,CASSA RURALE VALLI DI PRIMIERO E VA
CCRTIT2172L,CASSA RURALE VALLI DI PRIMIERO E VA
CCRTIT2172M,CASSA RURALE VALLI DI PRIMIERO E VA
CCRTIT2172N,CASSA RURALE VALLI DI PRIMIERO E VA
CCRTIT2172O,CASSA RURALE VALLI DI PRIMIERO E VA
CCRTIT2173B,CASSA RURALE DI TUENNO VAL DI NON B
CCRTIT2173C,CASSA RURALE DI TUENNO VAL DI NON B
CCRTIT2173D,CASSA RURALE DI TUENNO VAL DI NON B
CCRTIT2173E,CASSA RURALE DI TUENNO VAL DI NON B
CCRTIT2173F,CASSA RURALE DI TUENNO VAL DI NON B
CCRTIT2173G,CASSA RURALE DI TUENNO VAL DI NON B
CCRTIT2173H,CASSA RURALE DI TUENNO VAL DI NON B
CCRTIT2173I,CASSA RURALE DI TUENNO VAL DI NON B
CCRTIT2173L,CASSA RURALE DI TUENNO VAL DI NON B
CCRTIT2173M,CASSA RURALE DI TUENNO VAL DI NON B
CCRTIT2173N,CASSA RURALE DI TUENNO VAL DI NON B
CCRTIT2173O,CASSA RURALE DI TUENNO VAL DI NON B
CCRTIT2176B,CASSA RURALE DI TRENTO BCC
CCRTIT2176C,CASSA RURALE DI TRENTO BCC
CCRTIT2176D,CASSA RURALE DI TRENTO BCC
CCRTIT2176E,CASSA RURALE DI TRENTO BCC
CCRTIT2176F,CASSA RURALE DI TRENTO BCC
CCRTIT2176G,CASSA RURALE DI TRENTO BCC
CCRTIT2176H,CASSA RURALE DI TRENTO BCC
CCRTIT2176J,CASSA RURALE DI TRENTO BCC
CCRTIT2176K,CASSA RURALE DI TRENTO BCC
CCRTIT2176L,CASSA RURALE DI TRENTO BCC
CCRTIT2176M,CASSA RURALE DI TRENTO BCC
CCRTIT2176N,CASSA RURALE DI TRENTO BCC
CCRTIT2176O,CASSA RURALE DI TRENTO BCC
CCRTIT2176P,CASSA RURALE DI TRENTO BCC
CCRTIT2176Q,CASSA RURALE DI TRENTO BCC
CCRTIT2176R,CASSA RURALE DI TRENTO BCC
CCRTIT2176S,CASSA RURALE DI TRENTO BCC
CCRTIT2176T,CASSA RURALE DI TRENTO BCC
CCRTIT2176U,CASSA RURALE DI TRENTO BCC
CCRTIT2176V,CASSA RURALE DI TRENTO BCC
CCRTIT2176W,CASSA RURALE DI TRENTO BCC
CCRTIT2176X,CASSA RURALE DI TRENTO BCC
CCRTIT2176Z,CASSA RURALE DI TRENTO BCC
CCRTIT2177B,CASSA RURALE ALTA VALLAGARINA
CCRTIT2177C,CASSA RURALE ALTA VALLAGARINA
CCRTIT2177D,CASSA RURALE ALTA VALLAGARINA
CCRTIT2177E,CASSA RURALE ALTA VALLAGARINA
CCRTIT2178B,CASSA RURALE PINETANA FORNACE E SER
CCRTIT2178C,CASSA RURALE PINETANA FORNACE E SER
CCRTIT2178D,CASSA RURALE PINETANA FORNACE E SER
CCRTIT2178E,CASSA RURALE PINETANA FORNACE E SER
CCRTIT2178F,CASSA RURALE PINETANA FORNACE E SER
CCRTIT2178H,CASSA RURALE PINETANA FORNACE E SER
CCRTIT2178I,CASSA RURALE PINETANA FORNACE E SER
CCRTIT2180B,BANCA DI ROMANO E SANTA CATERINA CR
CCRTIT2180C,BANCA DI ROMANO E SANTA CATERINA CR
CCRTIT2180D,BANCA DI ROMANO E SANTA CATERINA CR
CCRTIT2180E,BANCA DI ROMANO E SANTA CATERINA CR
CCRTIT2180F,BANCA DI ROMANO E SANTA CATERINA CR
CCRTIT2180G,BANCA DI ROMANO E SANTA CATERINA CR
CCRTIT2180H,BANCA DI ROMANO E SANTA CATERINA CR
CCRTIT2180I,BANCA DI ROMANO E SANTA CATERINA CR
CCRTIT2180L,BANCA DI ROMANO E SANTA CATERINA CR
CCRTIT2180M,BANCA DI ROMANO E SANTA CATERINA CR
CCRTIT2180N,BANCA DI ROMANO E SANTA CATERINA CR
CCRTIT2180O,BANCA DI ROMANO E SANTA CATERINA CR
CCRTIT2180P,BANCA DI ROMANO E SANTA CATERINA CR
CCRTIT2183B,BANCA DIE COLLI EUGANEI - LOZZO ATE
CCRTIT2183C,BANCA DEI COLLI EUGANEI - LOZZO ATE
CCRTIT2183D,BANCA DEI COLLI EUGANEI - LOZZO ATE
CCRTIT2183E,BANCA DEI COLLI EUGANEI - LOZZO ATE
CCRTIT2183F,BANCA DEI COLLI EUGANEI - LOZZO ATE
CCRTIT2183G,BANCA DEI COLLI EUGANEI - LOZZO ATE
CCRTIT2183H,BANCA DEI COLLI EUGANEI - LOZZO ATE
CCRTIT2183I,CASSA CENTRALE BANCA CREDITO COOPER
CCRTIT2184B,BANCA POPOLARE ETICA SOCIETA COOPER
CCRTIT2184C,BANCA POPOLARE ETICA SOCIETA COOPER
CCRTIT2184D,BANCA POPOLARE ETICA SOCIETA COOPER
CCRTIT2184E,BANCA POPOLARE ETICA SOCIETA COOPER
CCRTIT2184F,BANCA POPOLARE ETICA SOCIETA COOPER
CCRTIT2184G,BANCA POPOLARE ETICA SOCIETA COOPER
CCRTIT2184H,BANCA POPOLARE ETICA SOCIETA COOPER
CCRTIT2184I,BANCA POPOLARE ETICA SOCIETA COOPER
CCRTIT2184L,BANCA POPOLARE ETICA SOCIETA COOPER
CCRTIT2184M,BANCA POPOLARE ETICA SOCIETA COOPER
CCRTIT2184N,BANCA POPOLARE ETICA SOCIETA COOPER
CCRTIT2184O,BANCA POPOLARE ETICA SOCIETA COOPER
CCRTIT2184P,BANCA POPOLARE ETICA SOCIETA COOPER
CCRTIT2184Q, BANCA POPOLARE ETICA SOCIETA COOPE
CCRTIT2184R,BANCA POPOLARE ETICA SOCIETA COOPER
CCRTIT2184S,BANCA POPOLARE ETICA SOCIETA COOPER
CCRTIT2184T,BANCA POPOLARE ETICA SOCIETA COOPER
CCRTIT2185B,BANCA DI CREDITO COOPERATIVO DEL VE
CCRTIT2185C,BANCA DI CREDITO COOPERATIVO DEL VE
CCRTIT2185D,BANCA DI CREDITO COOPERATIVO DEL VE
CCRTIT2185E,BANCA DI CREDITO COOPERATIVO DEL VE
CCRTIT2185F,BANCA DI CREDITO COOPERATIVO DEL VE
CCRTIT2185G,BANCA DI CREDITO COOPERATIVO DEL VE
